cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy,pred_linr,pred_gbr,pred_logr
2014-02-26,1845.160000,0.494800,-0.066400,0.160900,0.073000,0.178100,0.039800,0.050700,0.104100,0.156500,0.030000,0.020000,0.006264,0.024936,0.512591
2014-02-27,1854.290000,0.278300,0.247900,0.120500,0.244000,0.157200,0.230800,0.104900,0.106300,0.147600,0.040000,0.020000,0.015511,0.024936,0.514352
2014-02-28,1859.450000,-0.737900,0.384800,0.257800,0.159900,0.250800,0.177400,0.237500,0.126700,0.125400,0.050000,0.020000,-0.084039,0.024936,0.496918
2014-03-03,1845.730000,1.526800,-0.231000,0.010300,0.008200,-0.020300,0.085400,0.046000,0.114900,0.029900,0.010000,0.030000,0.087005,0.024936,0.518431
2014-03-04,1873.910000,-0.005300,0.388700,0.351700,0.386800,0.310300,0.236400,0.290300,0.230500,0.271300,0.020000,0.030000,-0.042600,0.024936,0.490396
2014-03-05,1873.810100,0.171800,0.749300,0.256700,0.261900,0.307800,0.257300,0.201600,0.253000,0.204000,0.030000,0.030000,-0.065326,0.024936,0.490883
2014-03-06,1877.030000,0.053800,0.083200,0.556500,0.235300,0.243700,0.285000,0.244900,0.197800,0.243900,0.040000,0.030000,-0.003493,0.024936,0.507889
2014-03-07,1878.040000,-0.046300,0.112600,0.073400,0.430600,0.198900,0.211900,0.251700,0.220800,0.181600,0.050000,0.030000,-0.002234,0.024936,0.505058
2014-03-10,1877.170000,-0.508200,0.003700,0.059700,0.043400,0.335200,0.157900,0.174900,0.214300,0.190900,0.010000,0.030000,-0.031088,0.024936,0.499331
2014-03-11,1867.630000,0.030500,-0.278000,-0.167200,-0.082400,-0.067000,0.194700,0.062500,0.089200,0.133700,0.020000,0.030000,0.086448,0.024936,0.520501
2014-03-12,1868.200000,-1.170100,-0.240100,-0.175300,-0.117900,-0.059900,-0.050800,0.171300,0.058500,0.082700,0.030000,0.030000,-0.017309,0.024936,0.498322
2014-03-13,1846.340000,-0.282200,-0.573200,-0.552300,-0.425000,-0.328700,-0.245000,-0.210600,0.004100,-0.078000,0.040000,0.030000,0.104056,0.045996,0.530224
2014-03-14,1841.130000,0.961400,-0.734100,-0.477000,-0.485500,-0.396900,-0.321200,-0.250300,-0.219600,-0.027400,0.050000,0.030000,0.094019,0.024936,0.535052
2014-03-17,1858.830000,0.722000,0.337600,-0.168900,-0.118700,-0.197600,-0.172100,-0.139600,-0.100400,-0.089800,0.010000,0.030000,0.038313,0.045996,0.508887
2014-03-18,1872.250000,-0.613200,0.834100,0.465000,0.054600,0.049700,-0.044100,-0.044400,-0.032100,-0.009300,0.020000,0.030000,-0.032900,0.024936,0.499918
2014-03-19,1860.770000,0.604100,0.052000,0.351200,0.194100,-0.080100,-0.061500,-0.126000,-0.116000,-0.097000,0.030000,0.030000,0.101691,0.045996,0.532000
2014-03-20,1872.010000,-0.293300,-0.006400,0.235100,0.413700,0.275900,0.034200,0.033600,-0.034700,-0.036000,0.040000,0.030000,0.024574,0.024936,0.524402
2014-03-21,1866.520000,-0.486500,0.153800,-0.102300,0.102900,0.272100,0.180600,-0.012900,-0.007500,-0.063600,0.050000,0.030000,0.000889,0.045996,0.527208
2014-03-24,1857.439900,0.440400,-0.391300,-0.059500,-0.198600,-0.014900,0.145800,0.085200,-0.072300,-0.060900,0.010000,0.030000,0.057684,0.045996,0.521820
2014-03-25,1865.620000,-0.700000,-0.024200,-0.114300,0.065000,-0.071100,0.060700,0.187600,0.129400,-0.015400,0.020000,0.030000,0.025912,0.024936,0.501624
2014-03-26,1852.560100,-0.190000,-0.131200,-0.250400,-0.261300,-0.088100,-0.176200,-0.048100,0.076700,0.037100,0.030000,0.030000,0.007669,0.024936,0.507090
2014-03-27,1849.040000,0.464000,-0.447900,-0.150900,-0.235400,-0.247200,-0.105100,-0.178200,-0.065700,0.047200,0.040000,0.030000,0.114855,0.024936,0.534621
2014-03-28,1857.620000,0.792400,0.136500,-0.143900,0.002400,-0.095900,-0.129100,-0.024200,-0.098300,-0.007200,0.050000,0.030000,-0.006835,0.024936,0.510692
2014-03-31,1872.340000,0.703900,0.624700,0.354500,0.090400,0.160300,0.052200,0.002500,0.077700,0.000500,0.010000,0.030000,-0.011392,0.024936,0.503108
2014-04-01,1885.520000,0.285300,0.742400,0.649600,0.441600,0.213600,0.251100,0.145700,0.090600,0.147500,0.020000,0.040000,0.003631,0.024936,0.502610
2014-04-02,1890.900000,-0.112600,0.491500,0.589200,0.557700,0.409800,0.225600,0.255900,0.163300,0.112500,0.030000,0.040000,-0.037371,0.024936,0.499664
2014-04-03,1888.770000,-1.253700,0.086000,0.290000,0.413300,0.422900,0.322000,0.176800,0.209400,0.132300,0.040000,0.040000,0.016053,0.024936,0.518356
2014-04-04,1865.090000,-1.075000,-0.687600,-0.361900,-0.096300,0.079400,0.142500,0.095600,-0.003500,0.045500,0.050000,0.040000,0.046430,0.024936,0.528917
2014-04-07,1845.040000,0.375100,-1.178700,-0.819100,-0.540500,-0.291200,-0.111800,-0.030500,-0.050300,-0.122400,0.010000,0.040000,0.122985,0.045996,0.529236
2014-04-08,1851.960000,1.091800,-0.355200,-0.661800,-0.522600,-0.359200,-0.181500,-0.043200,0.019500,-0.003600,0.020000,0.040000,0.044375,0.024936,0.505700
2014-04-09,1872.180100,-2.088500,0.728800,0.127300,-0.223200,-0.200800,-0.119000,-0.001200,0.097200,0.137500,0.030000,0.040000,-0.044554,0.024936,0.485267
2014-04-10,1833.080000,-0.948700,-0.509500,-0.215200,-0.432400,-0.600900,-0.518300,-0.401900,-0.262900,-0.146000,0.040000,0.040000,0.149920,0.045996,0.537618
2014-04-11,1815.689900,0.821700,-1.548200,-0.657000,-0.398100,-0.535900,-0.659400,-0.579800,-0.469800,-0.338200,0.050000,0.040000,0.246856,0.045996,0.576022
2014-04-14,1830.610000,0.675700,-0.067700,-0.758700,-0.290400,-0.156800,-0.312100,-0.450400,-0.407300,-0.328900,0.010000,0.040000,0.091385,0.045996,0.539863
2014-04-15,1842.980000,1.048800,0.742900,0.180400,-0.398800,-0.097700,-0.018600,-0.171500,-0.310300,-0.287900,0.020000,0.040000,-0.024419,0.045996,0.514964
2014-04-16,1862.310100,0.136400,0.855500,0.842100,0.397600,-0.107500,0.093600,0.133800,-0.018800,-0.159200,0.030000,0.040000,0.028239,0.045996,0.504231
2014-04-17,1864.850000,0.377500,0.586800,0.614700,0.664300,0.344700,-0.066300,0.099800,0.134100,-0.001400,0.040000,0.040000,-0.030050,0.024936,0.502074
2014-04-21,1871.890000,0.409200,0.256400,0.516300,0.554700,0.606100,0.350000,-0.002200,0.134700,0.161300,0.010000,0.040000,0.062551,0.024936,0.530603
2014-04-22,1879.550000,-0.221300,0.391900,0.307000,0.489000,0.525000,0.572600,0.358300,0.049800,0.165500,0.020000,0.040000,-0.038512,0.024936,0.506182
2014-04-23,1875.390000,0.171700,0.093200,0.187300,0.174600,0.346500,0.399900,0.458300,0.285000,0.019200,0.030000,0.040000,-0.060696,0.024936,0.493647
2014-04-24,1878.610000,-0.809600,-0.025000,0.119300,0.183300,0.174000,0.317200,0.367100,0.422100,0.272300,0.040000,0.040000,-0.006491,0.024936,0.494985
2014-04-25,1863.400000,0.323600,-0.320400,-0.287500,-0.113200,-0.015500,0.009700,0.155900,0.219500,0.284500,0.050000,0.040000,-0.008429,0.024936,0.500301
2014-04-28,1869.430100,0.476100,-0.245900,-0.106200,-0.135200,-0.026300,0.040800,0.054300,0.176700,0.231000,0.010000,0.040000,0.054350,0.024936,0.506630
2014-04-29,1878.330000,0.299200,0.398400,-0.005000,0.039300,-0.013000,0.057300,0.102800,0.106900,0.209900,0.020000,0.040000,-0.012904,0.024936,0.492750
2014-04-30,1883.950000,-0.014300,0.385900,0.364900,0.071200,0.091300,0.039100,0.091900,0.127300,0.128300,0.030000,0.040000,-0.019899,0.024936,0.499058
2014-05-01,1883.680100,-0.134800,0.142000,0.252400,0.269800,0.054100,0.073600,0.031400,0.078500,0.111500,0.040000,0.050000,0.055544,0.024936,0.516701
2014-05-02,1881.140000,0.187100,-0.074600,0.049700,0.155600,0.188800,0.022500,0.043800,0.010600,0.054800,0.050000,0.050000,0.003347,0.024936,0.517449
2014-05-05,1884.660000,-0.898800,0.026000,0.012600,0.084000,0.161800,0.188500,0.046000,0.061700,0.030200,0.010000,0.050000,0.055348,0.024936,0.517454
2014-05-06,1867.720000,0.561600,-0.357600,-0.283300,-0.215900,-0.112900,-0.015200,0.032900,-0.072500,-0.045400,0.020000,0.050000,0.049470,0.024936,0.515561
2014-05-07,1878.210000,-0.137400,-0.172200,-0.052000,-0.072800,-0.061100,-0.001100,0.066700,0.098600,-0.002400,0.030000,0.050000,0.045027,0.024936,0.511541
2014-05-08,1875.630000,0.151900,0.210700,-0.160600,-0.073400,-0.085800,-0.073800,-0.020500,0.041200,0.072400,0.040000,0.050000,0.006008,0.024936,0.505072
2014-05-09,1878.480000,0.967300,0.007200,0.191000,-0.082400,-0.028300,-0.046200,-0.041600,0.001000,0.053500,0.050000,0.050000,0.025433,0.024936,0.517837
2014-05-12,1896.650000,0.042200,0.556800,0.326300,0.384200,0.127600,0.137500,0.098500,0.084400,0.108200,0.010000,0.050000,0.027951,0.024936,0.501685
2014-05-13,1897.450000,-0.470100,0.500000,0.384700,0.254900,0.315400,0.113200,0.123800,0.091400,0.079700,0.020000,0.050000,-0.039306,0.024936,0.498982
2014-05-14,1888.530000,-0.936200,-0.214500,0.176900,0.170600,0.109400,0.183900,0.029400,0.049000,0.028600,0.030000,0.050000,0.096149,0.024936,0.530358
2014-05-15,1870.850000,0.374700,-0.707600,-0.456100,-0.101000,-0.050700,-0.065100,0.023700,-0.091700,-0.060800,0.040000,0.050000,0.060692,0.045996,0.525864
2014-05-16,1877.860000,0.384500,-0.284600,-0.347500,-0.249400,-0.006600,0.019700,-0.002700,0.067300,-0.040200,0.050000,0.050000,0.025679,0.024936,0.520469
2014-05-19,1885.080000,-0.649800,0.378200,-0.061200,-0.164400,-0.122800,0.058300,0.071600,0.045600,0.102400,0.010000,0.050000,0.003176,0.024936,0.494349
2014-05-20,1872.830000,0.811600,-0.133900,0.035100,-0.209100,-0.262100,-0.210900,-0.042800,-0.018600,-0.031800,0.020000,0.050000,0.057218,0.024936,0.508606
2014-05-21,1888.030000,0.236200,0.078400,0.180100,0.228300,-0.005300,-0.083500,-0.065400,0.063300,0.073100,0.030000,0.050000,0.074303,0.024936,0.517294
2014-05-22,1892.490000,0.424800,0.520000,0.131100,0.194100,0.229800,0.035100,-0.037600,-0.027600,0.082600,0.040000,0.050000,-0.026751,0.024936,0.509890
2014-05-23,1900.530000,0.598800,0.329600,0.487600,0.204500,0.240200,0.262300,0.091000,0.020400,0.022900,0.050000,0.050000,0.005916,0.024936,0.520685
2014-05-27,1911.910000,-0.111400,0.509400,0.418600,0.514700,0.283400,0.300000,0.310400,0.154800,0.085100,0.020000,0.050000,-0.015465,0.024936,0.495956
2014-05-28,1909.780000,0.536700,0.242000,0.302200,0.285600,0.388800,0.217100,0.240700,0.257200,0.124900,0.030000,0.050000,-0.036808,0.024936,0.499199
2014-05-29,1920.030000,0.184400,0.212000,0.339600,0.360400,0.335600,0.413200,0.262900,0.277800,0.288300,0.040000,0.050000,0.007581,0.024936,0.507524
2014-05-30,1923.569900,0.072800,0.358800,0.202700,0.300600,0.324900,0.310200,0.380200,0.252900,0.267200,0.050000,0.050000,-0.084931,0.024936,0.487639
2014-06-02,1924.970000,-0.037900,0.128400,0.263300,0.170100,0.254800,0.282700,0.276000,0.341400,0.232700,0.010000,0.060000,0.007440,0.024936,0.494569
2014-06-03,1924.240000,0.189200,0.017400,0.072900,0.188000,0.128400,0.205900,0.236700,0.236600,0.299000,0.020000,0.060000,0.018795,0.024936,0.496540
2014-06-04,1927.880000,0.652500,0.075500,0.074600,0.101900,0.188100,0.138500,0.203500,0.230700,0.231200,0.030000,0.060000,-0.017733,0.024936,0.495883
2014-06-05,1940.460000,0.462800,0.419300,0.267400,0.218900,0.211900,0.265400,0.211900,0.259600,0.277500,0.040000,0.060000,-0.019913,0.024936,0.496651
2014-06-06,1949.439900,0.093900,0.554300,0.433200,0.316100,0.267600,0.253700,0.293500,0.243400,0.282200,0.050000,0.060000,-0.065890,0.024936,0.489008
2014-06-09,1951.270000,-0.024600,0.277100,0.400400,0.347900,0.271300,0.238400,0.230700,0.268300,0.226600,0.010000,0.060000,0.015531,0.024936,0.496884
2014-06-10,1950.790000,-0.353700,0.034600,0.176500,0.294000,0.273200,0.221700,0.200600,0.198500,0.235500,0.020000,0.060000,0.018630,0.024936,0.503843
2014-06-11,1943.890000,-0.708900,-0.189500,-0.094900,0.044000,0.164400,0.168500,0.139200,0.131000,0.136800,0.030000,0.060000,0.024059,0.024936,0.510978
2014-06-12,1930.110000,0.313500,-0.533800,-0.363300,-0.248600,-0.106400,0.019100,0.043200,0.033100,0.037500,0.040000,0.060000,0.058555,0.024936,0.519313
2014-06-13,1936.160000,0.083700,-0.199900,-0.251800,-0.194700,-0.136700,-0.036900,0.060900,0.076800,0.064100,0.050000,0.060000,0.020126,0.024936,0.508511
2014-06-16,1937.780000,0.217300,0.198000,-0.105300,-0.167900,-0.139100,-0.100100,-0.019700,0.063700,0.077500,0.010000,0.060000,0.027396,0.024936,0.498260
2014-06-17,1941.990000,0.771900,0.150300,0.204300,-0.024500,-0.090800,-0.079700,-0.054800,0.009800,0.080700,0.020000,0.060000,0.053020,0.024936,0.509685
2014-06-18,1956.980000,0.127700,0.492400,0.356700,0.345700,0.134900,0.053100,0.042000,0.048500,0.094400,0.030000,0.060000,0.016550,0.024936,0.506242
2014-06-19,1959.480000,0.173000,0.446600,0.370400,0.299100,0.301800,0.133700,0.063900,0.052800,0.057300,0.040000,0.060000,-0.014841,0.024936,0.510648
2014-06-20,1962.870000,-0.013200,0.150200,0.355100,0.320800,0.273700,0.280100,0.139300,0.077600,0.066200,0.050000,0.060000,0.023429,0.024936,0.520562
2014-06-23,1962.610000,-0.643500,0.079700,0.095700,0.262900,0.253800,0.225600,0.238000,0.120100,0.067400,0.010000,0.060000,0.008004,0.024936,0.501887
2014-06-24,1949.980000,0.489800,-0.329400,-0.161700,-0.089300,0.081600,0.104000,0.101100,0.127300,0.034700,0.020000,0.060000,0.047089,0.024936,0.513449
2014-06-25,1959.530000,-0.117900,-0.078800,-0.056900,0.000600,0.026000,0.149300,0.158800,0.149500,0.167500,0.030000,0.060000,0.026687,0.024936,0.504738
2014-06-26,1957.220000,0.191100,0.184800,-0.091900,-0.072200,-0.023100,0.002000,0.111100,0.124200,0.119700,0.040000,0.060000,-0.021625,0.024936,0.495954
2014-06-27,1960.960000,-0.037200,0.036500,0.186800,-0.021100,-0.019500,0.012600,0.029000,0.121100,0.131600,0.050000,0.060000,0.028460,0.024936,0.511645
2014-06-30,1960.230000,0.667800,0.076800,0.011900,0.130800,-0.024300,-0.022500,0.005500,0.020700,0.103500,0.010000,0.060000,0.060854,0.024936,0.507884
2014-07-01,1973.319900,0.065900,0.314200,0.273100,0.175600,0.237900,0.091100,0.076100,0.088200,0.092600,0.020000,0.070000,-0.001415,0.024936,0.503888
2014-07-02,1974.620000,0.548000,0.364500,0.231200,0.221100,0.153600,0.209100,0.087400,0.074800,0.085700,0.030000,0.070000,0.028466,0.024936,0.510514
2014-07-03,1985.439900,-0.392400,0.306100,0.424900,0.310100,0.286400,0.219400,0.257500,0.145200,0.127600,0.040000,0.070000,-0.032496,0.024936,0.499072
2014-07-07,1977.650000,-0.704900,0.076500,0.072900,0.220200,0.169100,0.172700,0.131400,0.175700,0.085000,0.010000,0.070000,0.051983,0.024936,0.507129
2014-07-08,1963.710000,0.464400,-0.551300,-0.184100,-0.121600,0.035200,0.023200,0.047000,0.026500,0.077500,0.020000,0.070000,0.066509,0.024936,0.518145
2014-07-09,1972.830000,-0.413100,-0.122400,-0.213200,-0.022700,-0.005000,0.106400,0.086000,0.099000,0.075000,0.030000,0.070000,0.048570,0.024936,0.510953
2014-07-10,1964.680100,0.147100,0.024600,-0.219800,-0.263500,-0.100800,-0.073000,0.032200,0.023600,0.042100,0.040000,0.070000,-0.010408,0.024936,0.501595
2014-07-11,1967.569900,0.484400,-0.133800,0.065400,-0.128100,-0.181500,-0.059600,-0.041600,0.046500,0.037300,0.050000,0.070000,0.071062,0.024936,0.518971
2014-07-14,1977.100000,-0.193200,0.314900,0.072300,0.169900,-0.005600,-0.070500,0.018000,0.023900,0.095000,0.010000,0.070000,0.029749,0.024936,0.498877
2014-07-15,1973.280000,0.420100,0.144500,0.145300,0.005700,0.097100,-0.037000,-0.088100,-0.008500,-0.000200,0.020000,0.070000,0.042280,0.024936,0.516067
2014-07-16,1981.569900,-1.183400,0.113000,0.236000,0.213800,0.088600,0.150900,0.028400,-0.024500,0.039100,0.030000,0.070000,0.066745,0.024936,0.520997
2014-07-17,1958.120000,1.026500,-0.384800,-0.321000,-0.119800,-0.066500,-0.124400,-0.040500,-0.123900,-0.154000,0.040000,0.070000,0.049570,0.045996,0.522838
2014-07-18,1978.220000,-0.232000,-0.085100,0.083500,0.014200,0.107900,0.114400,0.039100,0.092000,0.003200,0.050000,0.070000,0.040580,0.024936,0.521512
2014-07-21,1973.630000,0.501600,0.392500,-0.134300,0.004400,-0.035200,0.051200,0.064800,0.005100,0.055900,0.010000,0.070000,0.009740,0.024936,0.496473
2014-07-22,1983.530000,0.175400,0.134200,0.428100,0.024800,0.103800,0.054300,0.115400,0.119400,0.060300,0.020000,0.070000,0.012815,0.024936,0.502803
2014-07-23,1987.010000,0.048800,0.337000,0.147900,0.364700,0.055100,0.115700,0.071600,0.122900,0.125600,0.030000,0.070000,0.057790,0.024936,0.508336
2014-07-24,1987.980000,-0.484900,0.111900,0.240800,0.123000,0.301300,0.054000,0.106100,0.068800,0.114700,0.040000,0.070000,-0.036540,0.024936,0.505080
2014-07-25,1978.340000,0.028800,-0.218600,-0.087200,0.059300,0.001200,0.170100,-0.023300,0.032000,0.007000,0.050000,0.070000,0.103640,0.024936,0.533816
2014-07-28,1978.910000,-0.452800,-0.229200,-0.136200,-0.058200,0.053200,0.005800,0.149900,-0.016800,0.031600,0.010000,0.070000,0.007305,0.024936,0.501080
2014-07-29,1969.950000,0.006100,-0.212500,-0.304200,-0.215500,-0.137100,-0.031000,-0.059700,0.074700,-0.065300,0.020000,0.070000,0.088934,0.045996,0.518198
2014-07-30,1970.069900,-1.999900,-0.224400,-0.139700,-0.226800,-0.171400,-0.113400,-0.025700,-0.051500,0.067100,0.030000,0.070000,0.045570,0.024936,0.510864
2014-07-31,1930.670000,-0.285900,-1.007000,-0.821700,-0.607300,-0.583100,-0.476800,-0.383000,-0.272100,-0.267700,0.040000,0.070000,0.173900,0.045996,0.545083
2014-08-01,1925.150000,0.718900,-1.165000,-0.769000,-0.689600,-0.544200,-0.534600,-0.450200,-0.371200,-0.273700,0.050000,0.080000,0.169220,0.045996,0.552504
2014-08-04,1938.990000,-0.968500,0.215300,-0.536300,-0.398700,-0.410100,-0.335900,-0.357800,-0.306200,-0.252100,0.010000,0.080000,0.090022,0.045996,0.519926
2014-08-05,1920.210000,0.001600,-0.128000,-0.180800,-0.646300,-0.513600,-0.503600,-0.426400,-0.434100,-0.379500,0.020000,0.080000,0.097909,0.045996,0.530084
2014-08-06,1920.240000,-0.555700,-0.488200,-0.085000,-0.135400,-0.517200,-0.428300,-0.432200,-0.373500,-0.386400,0.030000,0.080000,0.223166,0.045996,0.553527
2014-08-07,1909.569900,1.153100,-0.277800,-0.511700,-0.202600,-0.219500,-0.524000,-0.446800,-0.447800,-0.393800,0.040000,0.080000,0.090875,0.045996,0.540840
2014-08-08,1931.590000,0.275900,0.295500,0.197500,-0.096300,0.066900,0.008000,-0.285500,-0.248300,-0.271700,0.050000,0.080000,0.068170,0.045996,0.543551
2014-08-11,1936.920000,-0.163700,0.707000,0.288700,0.217100,-0.021500,0.101800,0.046400,-0.215100,-0.190000,0.010000,0.080000,0.025327,0.045996,0.506572
2014-08-12,1933.750000,0.670700,0.055800,0.416700,0.175200,0.140600,-0.045400,0.063700,0.020000,-0.209400,0.020000,0.080000,0.037121,0.045996,0.513081
2014-08-13,1946.720000,0.434600,0.252500,0.260100,0.479400,0.274200,0.229000,0.057300,0.139700,0.092400,0.030000,0.080000,0.073558,0.024936,0.519846
2014-08-14,1955.180100,-0.006100,0.549200,0.312900,0.303500,0.470000,0.300900,0.258400,0.104800,0.172700,0.040000,0.080000,-0.086104,0.024936,0.494258
2014-08-15,1955.060100,0.853200,0.213300,0.363800,0.232800,0.241300,0.390200,0.256600,0.225000,0.092300,0.050000,0.080000,0.015449,0.024936,0.510727
2014-08-18,1971.740000,0.500100,0.421700,0.425400,0.485300,0.356700,0.343200,0.456100,0.331400,0.295100,0.010000,0.080000,-0.042052,0.024936,0.477421
2014-08-19,1981.600000,0.247800,0.671300,0.447200,0.443600,0.487800,0.380400,0.365500,0.461400,0.350200,0.020000,0.080000,-0.058726,0.024936,0.479529
2014-08-20,1986.510000,0.295000,0.372200,0.529500,0.396800,0.404000,0.447200,0.361200,0.350500,0.437200,0.030000,0.080000,-0.022695,0.024936,0.491180
2014-08-21,1992.370000,-0.199300,0.270700,0.346100,0.470400,0.376100,0.385500,0.425100,0.352700,0.344200,0.040000,0.080000,-0.037209,0.024936,0.488136
2014-08-22,1988.400000,0.478800,0.047500,0.114000,0.209600,0.336100,0.279700,0.301400,0.346400,0.290700,0.050000,0.080000,-0.032884,0.024936,0.496314
2014-08-25,1997.920000,0.105100,0.139200,0.190800,0.204900,0.263200,0.359600,0.308100,0.323500,0.361000,0.010000,0.080000,0.010178,0.024936,0.491575
2014-08-26,2000.020000,0.005000,0.290600,0.127800,0.169300,0.184800,0.236700,0.323000,0.282500,0.299000,0.020000,0.080000,-0.033053,0.024936,0.482208
2014-08-27,2000.120000,-0.169000,0.055000,0.195400,0.097000,0.136400,0.154800,0.203500,0.283100,0.251400,0.030000,0.080000,0.011484,0.024936,0.496639
2014-08-28,1996.740000,0.332000,-0.082100,-0.019700,0.104300,0.043800,0.085400,0.108400,0.156800,0.232600,0.040000,0.080000,0.038665,0.024936,0.506528
2014-08-29,2003.370000,-0.054400,0.081200,0.055800,0.068100,0.149700,0.091800,0.120600,0.136400,0.176200,0.050000,0.080000,-0.011497,0.024936,0.504062
2014-09-02,2002.280000,-0.077900,0.138300,0.036000,0.028200,0.043600,0.115700,0.070800,0.098700,0.115100,0.020000,0.090000,0.043612,0.024936,0.505485
2014-09-03,2000.720000,-0.153400,-0.066200,0.066300,0.007500,0.007000,0.023300,0.088000,0.052200,0.079000,0.030000,0.090000,0.035695,0.024936,0.506577
2014-09-04,1997.650000,0.503600,-0.115800,-0.095300,0.011400,-0.024700,-0.019700,-0.001900,0.057800,0.029400,0.040000,0.090000,0.060820,0.024936,0.515258
2014-09-05,2007.710000,-0.307300,0.174500,0.090400,0.054200,0.109600,0.063200,0.054900,0.061200,0.107200,0.050000,0.090000,0.001647,0.024936,0.508143
2014-09-08,2001.540000,-0.654500,0.097000,0.013700,-0.009200,-0.018300,0.040000,0.010100,0.009500,0.020100,0.010000,0.090000,0.062679,0.024936,0.509025
2014-09-09,1988.439900,0.364600,-0.483000,-0.153600,-0.153600,-0.138500,-0.124400,-0.059300,-0.073000,-0.064300,0.020000,0.090000,0.101172,0.045996,0.521883
2014-09-10,1995.689900,0.088200,-0.146800,-0.200800,-0.024500,-0.050300,-0.055000,-0.054900,-0.006600,-0.024600,0.030000,0.090000,0.075300,0.024936,0.518110
2014-09-11,1997.450000,-0.596300,0.225600,-0.068400,-0.128500,-0.002000,-0.027300,-0.034500,-0.037000,0.003900,0.040000,0.090000,0.004564,0.024936,0.508391
2014-09-12,1985.540000,-0.071000,-0.254800,-0.048500,-0.200800,-0.222400,-0.101100,-0.108600,-0.104800,-0.099200,0.050000,0.090000,0.091015,0.045996,0.527523
2014-09-15,1984.130000,0.748400,-0.335500,-0.193700,-0.054100,-0.175000,-0.197300,-0.096800,-0.104000,-0.101100,0.010000,0.090000,0.109483,0.045996,0.518826
2014-09-16,1998.980000,0.129600,0.337400,0.025600,0.041300,0.105800,-0.021400,-0.062600,0.008300,-0.009700,0.020000,0.090000,0.025778,0.024936,0.508679
2014-09-17,2001.569900,0.489100,0.435900,0.267800,0.051700,0.059000,0.109800,0.000200,-0.038500,0.021800,0.030000,0.090000,0.026078,0.024936,0.510712
2014-09-18,2011.360000,-0.047700,0.308500,0.452900,0.322900,0.139400,0.130800,0.164000,0.061500,0.020300,0.040000,0.090000,0.016794,0.024936,0.506131
2014-09-19,2010.400000,-0.801300,0.219600,0.189600,0.327500,0.248400,0.108000,0.105200,0.137400,0.049300,0.050000,0.090000,0.010733,0.024936,0.510246
2014-09-22,1994.290000,-0.577700,-0.426200,-0.121000,-0.058500,0.101400,0.072900,-0.022600,-0.008800,0.032500,0.010000,0.090000,0.095496,0.024936,0.524345
2014-09-23,1982.770000,0.783200,-0.694700,-0.477500,-0.235000,-0.162100,-0.011300,-0.019800,-0.091900,-0.071900,0.020000,0.090000,0.116360,0.045996,0.526541
2014-09-24,1998.300000,-1.616900,0.100700,-0.202500,-0.163500,-0.032700,-0.005700,0.101200,0.079800,0.004700,0.030000,0.090000,-0.006717,0.024936,0.496830
2014-09-25,1965.990000,0.857600,-0.423300,-0.475900,-0.559200,-0.455900,-0.297400,-0.236200,-0.113600,-0.108900,0.040000,0.090000,0.105883,0.045996,0.523879
2014-09-26,1982.850000,-0.254700,-0.391300,0.001300,-0.144300,-0.277600,-0.238900,-0.134200,-0.101100,-0.007100,0.050000,0.090000,0.101186,0.024936,0.524885
2014-09-29,1977.800000,-0.278600,0.298200,-0.345900,-0.062700,-0.166400,-0.273900,-0.241200,-0.149300,-0.118200,0.010000,0.090000,0.067050,0.045996,0.511372
2014-09-30,1972.290000,-1.324900,-0.267300,0.106200,-0.329300,-0.105900,-0.185200,-0.274700,-0.246000,-0.163600,0.020000,0.090000,0.102746,0.045996,0.535307
2014-10-01,1946.160000,0.000500,-0.807500,-0.622300,-0.251700,-0.529600,-0.309100,-0.348100,-0.406100,-0.365700,0.030000,0.100000,0.226418,0.045996,0.553479
2014-10-02,1946.170000,1.116600,-0.671100,-0.539300,-0.467700,-0.201700,-0.442100,-0.265400,-0.305100,-0.361500,0.040000,0.100000,0.065980,0.045996,0.531629
2014-10-03,1967.900000,-0.156500,0.555400,-0.074900,-0.126400,-0.152400,0.016200,-0.220900,-0.094400,-0.148800,0.050000,0.100000,0.071798,0.045996,0.525354
2014-10-06,1964.819900,-1.512600,0.474200,0.317400,-0.095500,-0.132500,-0.153100,-0.008500,-0.212900,-0.101300,0.010000,0.100000,-0.001204,0.045996,0.496084
2014-10-07,1935.100000,1.746200,-0.841000,-0.188700,-0.141500,-0.381000,-0.363900,-0.348300,-0.196800,-0.357900,0.020000,0.100000,0.241644,0.045996,0.552687
2014-10-08,1968.890000,-2.066100,0.104300,0.016900,0.289900,0.232300,-0.029000,-0.065000,-0.089000,0.016400,0.030000,0.100000,0.040587,0.024936,0.518415
2014-10-09,1928.210000,-1.145100,-0.176800,-0.627700,-0.509000,-0.183900,-0.153300,-0.322800,-0.317300,-0.310300,0.040000,0.100000,0.078405,0.045996,0.537750
2014-10-10,1906.130000,-1.646800,-1.636800,-0.499200,-0.758400,-0.636600,-0.343100,-0.294000,-0.425100,-0.408700,0.050000,0.100000,0.229265,0.045996,0.564595
2014-10-13,1874.740000,0.157900,-1.414200,-1.649100,-0.786100,-0.937100,-0.804600,-0.527300,-0.461000,-0.559400,0.010000,0.100000,0.250182,0.045996,0.546349
